year,term_str,n,p,i,p_yr,i_yr
2013,temperature,111,0.0002160899401372463,12.176080469091632,0.0013217275336087925,9.563359480301202
2013,both,111,0.0002160899401372463,12.176080469091632,0.0013217275336087925,9.563359480301202
2013,time,110,0.00021414318391979365,12.18913662191708,0.0013098200783510556,9.576415633126649
2013,community,110,0.00021414318391979365,12.18913662191708,0.0013098200783510556,9.576415633126649
2013,such,110,0.00021414318391979365,12.18913662191708,0.0013098200783510556,9.576415633126649
2013,one,109,0.00021219642770234096,12.202312010664812,0.0012979126230933187,9.589591021874382
2013,n,106,0.00020635615904998297,12.24257588087854,0.0012621902573201082,9.629854892088108
2013,however,104,0.00020246264661507763,12.270056617300646,0.0012383753468046344,9.657335628510216
2013,over,104,0.00020246264661507763,12.270056617300646,0.0012383753468046344,9.657335628510216
2013,cattle,104,0.00020246264661507763,12.270056617300646,0.0012383753468046344,9.657335628510216
2013,studies,103,0.00020051589039762495,12.28399580825852,0.0012264678915468975,9.67127481946809
2013,high,101,0.0001966223779627196,12.312284852689944,0.0012026529810314239,9.699563863899513
2013,three,100,0.00019467562174526695,12.326640145667014,0.001190745525773687,9.713919156876583
2013,3,99,0.00019272886552781427,12.341139715362129,0.00117883807051595,9.728418726571698
2013,analysis,96,0.00018688859687545628,12.385533834720583,0.0011431157047427395,9.772812845930153
2013,across,96,0.00018688859687545628,12.385533834720583,0.0011431157047427395,9.772812845930153
2013,effects,96,0.00018688859687545628,12.385533834720583,0.0011431157047427395,9.772812845930153
2013,x,95,0.0001849418406580036,12.40064072711079,0.0011312082494850026,9.78791973832036
2013,reef,95,0.0001849418406580036,12.40064072711079,0.0011312082494850026,9.78791973832036
2013,total,94,0.00018299508444055094,12.415907483764101,0.0011193007942272657,9.803186494973671
2013,water,94,0.00018299508444055094,12.415907483764101,0.0011193007942272657,9.803186494973671
2013,range,93,0.00018104832822309826,12.431337524333708,0.0011073933389695288,9.818616535543278
2013,when,92,0.0001791015720056456,12.446934379384725,0.0010954858837117919,9.834213390594295
2013,significant,92,0.0001791015720056456,12.446934379384725,0.0010954858837117919,9.834213390594295
2013,roadside,91,0.00017715481578819292,12.462701695243043,0.001083578428454055,9.849980706452612
2013,had,91,0.00017715481578819292,12.462701695243043,0.001083578428454055,9.849980706452612
2013,sampling,90,0.00017520805957074026,12.478643239112063,0.0010716709731963183,9.865922250321633
2013,benthic,90,0.00017520805957074026,12.478643239112063,0.0010716709731963183,9.865922250321633
2013,based,89,0.00017326130335328758,12.49476290447534,0.0010597635179385814,9.88204191568491
2013,doc,89,0.00017326130335328758,12.49476290447534,0.0010597635179385814,9.88204191568491
2013,after,88,0.00017131454713583492,12.51106471680444,0.0010478560626808445,9.89834372801401
2013,where,88,0.00017131454713583492,12.51106471680444,0.0010478560626808445,9.89834372801401
2013,will,88,0.00017131454713583492,12.51106471680444,0.0010478560626808445,9.89834372801401
2013,see,87,0.00016936779091838224,12.52755283959301,0.0010359486074231075,9.91483185080258
2013,10,87,0.00016936779091838224,12.52755283959301,0.0010359486074231075,9.91483185080258
2013,station,86,0.00016742103470092958,12.544231580739641,0.0010240411521653706,9.93151059194921
2013,distribution,86,0.00016742103470092958,12.544231580739641,0.0010240411521653706,9.93151059194921
2013,hemlock,86,0.00016742103470092958,12.544231580739641,0.0010240411521653706,9.93151059194921
2013,s,86,0.00016742103470092958,12.544231580739641,0.0010240411521653706,9.93151059194921
2013,production,86,0.00016742103470092958,12.544231580739641,0.0010240411521653706,9.93151059194921
2013,site,85,0.0001654742784834769,12.561105399304036,0.001012133696907634,9.948384410513606
2013,sites,85,0.0001654742784834769,12.561105399304036,0.001012133696907634,9.948384410513606
2013,higher,84,0.00016352752226602425,12.578178912662977,0.001000226241649897,9.965457923872547
2013,individuals,83,0.00016158076604857156,12.595456904094814,0.0009883187863921601,9.982735915304383
2013,increase,83,0.00016158076604857156,12.595456904094814,0.0009883187863921601,9.982735915304383
2013,i,83,0.00016158076604857156,12.595456904094814,0.0009883187863921601,9.982735915304383
2013,results,83,0.00016158076604857156,12.595456904094814,0.0009883187863921601,9.982735915304383
2013,corals,82,0.0001596340098311189,12.612944330823655,0.0009764113311344232,10.000223342033225
2013,molt,81,0.00015768725361366622,12.630646332557115,0.0009645038758766864,10.017925343766683
2013,areas,81,0.00015768725361366622,12.630646332557115,0.0009645038758766864,10.017925343766683
2013,its,81,0.00015768725361366622,12.630646332557115,0.0009645038758766864,10.017925343766683
2013,if,81,0.00015768725361366622,12.630646332557115,0.0009645038758766864,10.017925343766683
2013,values,80,0.00015574049739621357,12.648568240554376,0.0009525964206189495,10.035847251763945
2013,lineages,80,0.00015574049739621357,12.648568240554376,0.0009525964206189495,10.035847251763945
2013,do,80,0.00015574049739621357,12.648568240554376,0.0009525964206189495,10.035847251763945
2013,while,79,0.00015379374117876089,12.666715587264635,0.0009406889653612127,10.053994598474205
2013,index,79,0.00015379374117876089,12.666715587264635,0.0009406889653612127,10.053994598474205
2013,cape,78,0.00015184698496130823,12.68509411657949,0.0009287815101034758,10.07237312778906
2013,exudates,78,0.00015184698496130823,12.68509411657949,0.0009287815101034758,10.07237312778906
2013,forest,77,0.00014990022874385555,12.703709794746837,0.0009168740548457389,10.090988805956407
2013,samples,77,0.00014990022874385555,12.703709794746837,0.0009168740548457389,10.090988805956407
2013,increased,77,0.00014990022874385555,12.703709794746837,0.0009168740548457389,10.090988805956407
2013,differences,76,0.0001479534725264029,12.722568821998154,0.0009049665995880021,10.109847833207724
2013,plots,76,0.0001479534725264029,12.722568821998154,0.0009049665995880021,10.109847833207724
2013,genetic,75,0.0001460067163089502,12.741677644945858,0.0008930591443302652,10.128956656155427
2013,primary,75,0.0001460067163089502,12.741677644945858,0.0008930591443302652,10.128956656155427
2013,into,74,0.00014405996009149755,12.761042969812788,0.0008811516890725284,10.148321981022358
2013,ph,73,0.00014211320387404487,12.780671776561721,0.0008692442338147914,10.167950787771291
2013,loss,72,0.00014016644765659221,12.800571333999427,0.0008573367785570545,10.187850345208997
2013,size,72,0.00014016644765659221,12.800571333999427,0.0008573367785570545,10.187850345208997
2013,net,72,0.00014016644765659221,12.800571333999427,0.0008573367785570545,10.187850345208997
2013,then,72,0.00014016644765659221,12.800571333999427,0.0008573367785570545,10.187850345208997
2013,following,72,0.00014016644765659221,12.800571333999427,0.0008573367785570545,10.187850345208997
2013,diversity,72,0.00014016644765659221,12.800571333999427,0.0008573367785570545,10.187850345208997
2013,treatments,72,0.00014016644765659221,12.800571333999427,0.0008573367785570545,10.187850345208997
2013,birds,71,0.00013821969143913953,12.820749215937056,0.0008454293232993177,10.208028227146626
2013,years,71,0.00013821969143913953,12.820749215937056,0.0008454293232993177,10.208028227146626
2013,average,71,0.00013821969143913953,12.820749215937056,0.0008454293232993177,10.208028227146626
2013,could,70,0.00013627293522168688,12.841213318496772,0.0008335218680415808,10.228492329706341
2013,due,70,0.00013627293522168688,12.841213318496772,0.0008335218680415808,10.228492329706341
2013,some,70,0.00013627293522168688,12.841213318496772,0.0008335218680415808,10.228492329706341
2013,they,70,0.00013627293522168688,12.841213318496772,0.0008335218680415808,10.228492329706341
2013,per,69,0.0001343261790042342,12.861971878663569,0.0008216144127838439,10.249250889873139
2013,abundance,68,0.00013237942278678154,12.8830334941914,0.0008097069575261071,10.27031250540097
2013,shown,68,0.00013237942278678154,12.8830334941914,0.0008097069575261071,10.27031250540097
2013,treatment,67,0.00013043266656932885,12.904407144983967,0.0007977995022683702,10.291686156193537
2013,through,67,0.00013043266656932885,12.904407144983967,0.0007977995022683702,10.291686156193537
2013,showed,66,0.0001284859103518762,12.926102216083285,0.0007858920470106334,10.313381227292854
2013,would,66,0.0001284859103518762,12.926102216083285,0.0007858920470106334,10.313381227292854
2013,responses,65,0.00012653915413442352,12.948128522413285,0.0007739845917528965,10.335407533622854
2013,collected,65,0.00012653915413442352,12.948128522413285,0.0007739845917528965,10.335407533622854
2013,citations,65,0.00012653915413442352,12.948128522413285,0.0007739845917528965,10.335407533622854
2013,t,65,0.00012653915413442352,12.948128522413285,0.0007739845917528965,10.335407533622854
2013,lower,65,0.00012653915413442352,12.948128522413285,0.0007739845917528965,10.335407533622854
2013,eg,65,0.00012653915413442352,12.948128522413285,0.0007739845917528965,10.335407533622854
2013,similar,64,0.00012459239791697086,12.970496335441739,0.0007620771364951596,10.357775346651309
2013,cover,64,0.00012459239791697086,12.970496335441739,0.0007620771364951596,10.357775346651309
2013,mean,64,0.00012459239791697086,12.970496335441739,0.0007620771364951596,10.357775346651309
2013,although,64,0.00012459239791697086,12.970496335441739,0.0007620771364951596,10.357775346651309
2013,migration,63,0.00012264564169951818,12.993216411941821,0.0007501696812374228,10.380495423151391
2013,first,63,0.00012264564169951818,12.993216411941821,0.0007501696812374228,10.380495423151391
2013,year,63,0.00012264564169951818,12.993216411941821,0.0007501696812374228,10.380495423151391
2013,communities,63,0.00012264564169951818,12.993216411941821,0.0007501696812374228,10.380495423151391
2013,because,62,0.00012069888548206551,13.016300025054864,0.0007382622259796859,10.403579036264434
2013,low,62,0.00012069888548206551,13.016300025054864,0.0007382622259796859,10.403579036264434
2013,sample,62,0.00012069888548206551,13.016300025054864,0.0007382622259796859,10.403579036264434
2013,present,61,0.00011875212926461284,13.039758997878852,0.0007263547707219491,10.427038009088422
2013,displaystyle,61,0.00011875212926461284,13.039758997878852,0.0007263547707219491,10.427038009088422
2013,observed,61,0.00011875212926461284,13.039758997878852,0.0007263547707219491,10.427038009088422
2013,among,61,0.00011875212926461284,13.039758997878852,0.0007263547707219491,10.427038009088422
2013,control,60,0.00011680537304716017,13.06360573983322,0.0007144473154642122,10.45088475104279
2013,reefs,60,0.00011680537304716017,13.06360573983322,0.0007144473154642122,10.45088475104279
2013,oxygen,60,0.00011680537304716017,13.06360573983322,0.0007144473154642122,10.45088475104279
2013,surface,59,0.0001148586168297075,13.087853286079897,0.0007025398602064752,10.475132297289466
2013,growth,59,0.0001148586168297075,13.087853286079897,0.0007025398602064752,10.475132297289466
2013,compared,59,0.0001148586168297075,13.087853286079897,0.0007025398602064752,10.475132297289466
2013,deme,59,0.0001148586168297075,13.087853286079897,0.0007025398602064752,10.475132297289466
2013,4,59,0.0001148586168297075,13.087853286079897,0.0007025398602064752,10.475132297289466
2013,12,58,0.00011291186061225483,13.112515340314166,0.0006906324049487384,10.499794351523736
2013,described,58,0.00011291186061225483,13.112515340314166,0.0006906324049487384,10.499794351523736
2013,b,57,0.00011096510439480216,13.137606321276998,0.0006787249496910015,10.524885332486567
2013,likely,57,0.00011096510439480216,13.137606321276998,0.0006787249496910015,10.524885332486567
2013,recordings,56,0.00010901834817734949,13.163141413384135,0.0006668174944332646,10.550420424593705
2013,gilli,56,0.00010901834817734949,13.163141413384135,0.0006668174944332646,10.550420424593705
2013,four,56,0.00010901834817734949,13.163141413384135,0.0006668174944332646,10.550420424593705
2013,significantly,55,0.00010707159195989682,13.18913662191708,0.0006549100391755278,10.576415633126649
2013,depth,55,0.00010707159195989682,13.18913662191708,0.0006549100391755278,10.576415633126649
2013,pools,55,0.00010707159195989682,13.18913662191708,0.0006549100391755278,10.576415633126649
2013,structure,55,0.00010707159195989682,13.18913662191708,0.0006549100391755278,10.576415633126649
2013,including,55,0.00010707159195989682,13.18913662191708,0.0006549100391755278,10.576415633126649
2013,any,55,0.00010707159195989682,13.18913662191708,0.0006549100391755278,10.576415633126649
2013,many,55,0.00010707159195989682,13.18913662191708,0.0006549100391755278,10.576415633126649
2013,same,55,0.00010707159195989682,13.18913662191708,0.0006549100391755278,10.576415633126649
2013,large,54,0.00010512483574244415,13.21560883327827,0.0006430025839177909,10.60288784448784
2013,estimated,54,0.00010512483574244415,13.21560883327827,0.0006430025839177909,10.60288784448784
2013,d,54,0.00010512483574244415,13.21560883327827,0.0006430025839177909,10.60288784448784
2013,lineage,54,0.00010512483574244415,13.21560883327827,0.0006430025839177909,10.60288784448784
2013,months,54,0.00010512483574244415,13.21560883327827,0.0006430025839177909,10.60288784448784
2013,level,54,0.00010512483574244415,13.21560883327827,0.0006430025839177909,10.60288784448784
2013,eqnarray,54,0.00010512483574244415,13.21560883327827,0.0006430025839177909,10.60288784448784
2013,5,54,0.00010512483574244415,13.21560883327827,0.0006430025839177909,10.60288784448784
2013,relative,54,0.00010512483574244415,13.21560883327827,0.0006430025839177909,10.60288784448784
2013,local,54,0.00010512483574244415,13.21560883327827,0.0006430025839177909,10.60288784448784
2013,effect,53,0.00010317807952499148,13.24257588087854,0.0006310951286600541,10.629854892088108
2013,environment,53,0.00010317807952499148,13.24257588087854,0.0006310951286600541,10.629854892088108
2013,calculated,53,0.00010317807952499148,13.24257588087854,0.0006310951286600541,10.629854892088108
2013,might,53,0.00010317807952499148,13.24257588087854,0.0006310951286600541,10.629854892088108
2013,period,52,0.00010123132330753882,13.270056617300646,0.0006191876734023172,10.657335628510216
2013,habitat,52,0.00010123132330753882,13.270056617300646,0.0006191876734023172,10.657335628510216
2013,models,52,0.00010123132330753882,13.270056617300646,0.0006191876734023172,10.657335628510216
2013,given,52,0.00010123132330753882,13.270056617300646,0.0006191876734023172,10.657335628510216
2013,available,52,0.00010123132330753882,13.270056617300646,0.0006191876734023172,10.657335628510216
2013,papers,51,9.928456709008615e-05,13.298070993470244,0.0006072802181445803,10.685350004679814
2013,algae,51,9.928456709008615e-05,13.298070993470244,0.0006072802181445803,10.685350004679814
2013,breeding,50,9.733781087263348e-05,13.326640145667014,0.0005953727628868435,10.713919156876583
2013,science,50,9.733781087263348e-05,13.326640145667014,0.0005953727628868435,10.713919156876583
2013,girdled,50,9.733781087263348e-05,13.326640145667014,0.0005953727628868435,10.713919156876583
2013,thus,50,9.733781087263348e-05,13.326640145667014,0.0005953727628868435,10.713919156876583
2013,associated,50,9.733781087263348e-05,13.326640145667014,0.0005953727628868435,10.713919156876583
2013,eastern,49,9.539105465518081e-05,13.35578649132653,0.0005834653076291066,10.7430655025361
2013,animals,49,9.539105465518081e-05,13.35578649132653,0.0005834653076291066,10.7430655025361
2013,analyses,49,9.539105465518081e-05,13.35578649132653,0.0005834653076291066,10.7430655025361
2013,clock,48,9.344429843772814e-05,13.385533834720583,0.0005715578523713698,10.772812845930153
2013,how,48,9.344429843772814e-05,13.385533834720583,0.0005715578523713698,10.772812845930153
2013,woodland,48,9.344429843772814e-05,13.385533834720583,0.0005715578523713698,10.772812845930153
2013,50,48,9.344429843772814e-05,13.385533834720583,0.0005715578523713698,10.772812845930153
2013,difference,48,9.344429843772814e-05,13.385533834720583,0.0005715578523713698,10.772812845930153
2013,response,48,9.344429843772814e-05,13.385533834720583,0.0005715578523713698,10.772812845930153
2013,g,47,9.149754222027547e-05,13.415907483764101,0.0005596503971136329,10.803186494973671
2013,haplotypes,47,9.149754222027547e-05,13.415907483764101,0.0005596503971136329,10.803186494973671
2013,publications,47,9.149754222027547e-05,13.415907483764101,0.0005596503971136329,10.803186494973671
2013,concentrations,47,9.149754222027547e-05,13.415907483764101,0.0005596503971136329,10.803186494973671
2013,information,47,9.149754222027547e-05,13.415907483764101,0.0005596503971136329,10.803186494973671
2013,less,47,9.149754222027547e-05,13.415907483764101,0.0005596503971136329,10.803186494973671
2013,use,47,9.149754222027547e-05,13.415907483764101,0.0005596503971136329,10.803186494973671
2013,females,46,8.95507860028228e-05,13.446934379384725,0.0005477429418558959,10.834213390594295
2013,distance,46,8.95507860028228e-05,13.446934379384725,0.0005477429418558959,10.834213390594295
2013,density,46,8.95507860028228e-05,13.446934379384725,0.0005477429418558959,10.834213390594295
2013,example,46,8.95507860028228e-05,13.446934379384725,0.0005477429418558959,10.834213390594295
2013,five,46,8.95507860028228e-05,13.446934379384725,0.0005477429418558959,10.834213390594295
2013,impact,46,8.95507860028228e-05,13.446934379384725,0.0005477429418558959,10.834213390594295
2013,dry,45,8.760402978537013e-05,13.478643239112063,0.0005358354865981591,10.865922250321633
2013,potential,45,8.760402978537013e-05,13.478643239112063,0.0005358354865981591,10.865922250321633
2013,variation,45,8.760402978537013e-05,13.478643239112063,0.0005358354865981591,10.865922250321633
2013,region,45,8.760402978537013e-05,13.478643239112063,0.0005358354865981591,10.865922250321633
2013,important,44,8.565727356791746e-05,13.51106471680444,0.0005239280313404222,10.89834372801401
2013,fjord,44,8.565727356791746e-05,13.51106471680444,0.0005239280313404222,10.89834372801401
2013,dispersal,44,8.565727356791746e-05,13.51106471680444,0.0005239280313404222,10.89834372801401
2013,precipitation,44,8.565727356791746e-05,13.51106471680444,0.0005239280313404222,10.89834372801401
2013,annual,44,8.565727356791746e-05,13.51106471680444,0.0005239280313404222,10.89834372801401
2013,levels,44,8.565727356791746e-05,13.51106471680444,0.0005239280313404222,10.89834372801401
2013,small,43,8.371051735046479e-05,13.544231580739641,0.0005120205760826853,10.93151059194921
2013,composition,43,8.371051735046479e-05,13.544231580739641,0.0005120205760826853,10.93151059194921
2013,those,43,8.371051735046479e-05,13.544231580739641,0.0005120205760826853,10.93151059194921
2013,peninsula,43,8.371051735046479e-05,13.544231580739641,0.0005120205760826853,10.93151059194921
2013,further,43,8.371051735046479e-05,13.544231580739641,0.0005120205760826853,10.93151059194921
2013,bacterial,43,8.371051735046479e-05,13.544231580739641,0.0005120205760826853,10.93151059194921
2013,even,43,8.371051735046479e-05,13.544231580739641,0.0005120205760826853,10.93151059194921
2013,global,43,8.371051735046479e-05,13.544231580739641,0.0005120205760826853,10.93151059194921
2013,suggest,42,8.176376113301212e-05,13.578178912662977,0.0005001131208249485,10.965457923872547
2013,rate,42,8.176376113301212e-05,13.578178912662977,0.0005001131208249485,10.965457923872547
2013,system,42,8.176376113301212e-05,13.578178912662977,0.0005001131208249485,10.965457923872547
2013,gene,42,8.176376113301212e-05,13.578178912662977,0.0005001131208249485,10.965457923872547
2013,before,42,8.176376113301212e-05,13.578178912662977,0.0005001131208249485,10.965457923872547
2013,carbon,42,8.176376113301212e-05,13.578178912662977,0.0005001131208249485,10.965457923872547
2013,typhoon,42,8.176376113301212e-05,13.578178912662977,0.0005001131208249485,10.965457923872547
2013,test,42,8.176376113301212e-05,13.578178912662977,0.0005001131208249485,10.965457923872547
2013,groups,42,8.176376113301212e-05,13.578178912662977,0.0005001131208249485,10.965457923872547
2013,incubations,42,8.176376113301212e-05,13.578178912662977,0.0005001131208249485,10.965457923872547
2013,since,41,7.981700491555945e-05,13.612944330823655,0.0004882056655672116,11.000223342033225
2013,patterns,41,7.981700491555945e-05,13.612944330823655,0.0004882056655672116,11.000223342033225
2013,habitats,41,7.981700491555945e-05,13.612944330823655,0.0004882056655672116,11.000223342033225
2013,north,41,7.981700491555945e-05,13.612944330823655,0.0004882056655672116,11.000223342033225
2013,variables,41,7.981700491555945e-05,13.612944330823655,0.0004882056655672116,11.000223342033225
2013,end,41,7.981700491555945e-05,13.612944330823655,0.0004882056655672116,11.000223342033225
2013,logged,41,7.981700491555945e-05,13.612944330823655,0.0004882056655672116,11.000223342033225
2013,identified,41,7.981700491555945e-05,13.612944330823655,0.0004882056655672116,11.000223342033225
2013,therefore,41,7.981700491555945e-05,13.612944330823655,0.0004882056655672116,11.000223342033225
2013,included,40,7.787024869810678e-05,13.648568240554376,0.00047629821030947475,11.035847251763945
2013,conducted,40,7.787024869810678e-05,13.648568240554376,0.00047629821030947475,11.035847251763945
2013,ocean,40,7.787024869810678e-05,13.648568240554376,0.00047629821030947475,11.035847251763945
2013,initial,40,7.787024869810678e-05,13.648568240554376,0.00047629821030947475,11.035847251763945
2013,specific,39,7.592349248065412e-05,13.68509411657949,0.0004643907550517379,11.07237312778906
2013,known,39,7.592349248065412e-05,13.68509411657949,0.0004643907550517379,11.07237312778906
2013,processes,39,7.592349248065412e-05,13.68509411657949,0.0004643907550517379,11.07237312778906
2013,approximately,39,7.592349248065412e-05,13.68509411657949,0.0004643907550517379,11.07237312778906
2013,did,39,7.592349248065412e-05,13.68509411657949,0.0004643907550517379,11.07237312778906
2013,million,39,7.592349248065412e-05,13.68509411657949,0.0004643907550517379,11.07237312778906
2013,least,39,7.592349248065412e-05,13.68509411657949,0.0004643907550517379,11.07237312778906
2013,increases,39,7.592349248065412e-05,13.68509411657949,0.0004643907550517379,11.07237312778906
2013,under,39,7.592349248065412e-05,13.68509411657949,0.0004643907550517379,11.07237312778906
2013,addition,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,very,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,bird,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,estimates,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,researchers,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,google,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,web,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,so,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,expected,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,ie,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,south,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,should,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
2013,m2,38,7.397673626320145e-05,13.722568821998154,0.00045248329979400104,11.109847833207724
