n,p,i,p_yr,i_yr
89,0.00047503149085164075,11.039689223601485,0.001857417146673345,9.072486426387806
89,0.00047503149085164075,11.039689223601485,0.001857417146673345,9.072486426387806
89,0.00047503149085164075,11.039689223601485,0.001857417146673345,9.072486426387806
88,0.0004696940583701616,11.055991035930585,0.0018365472910927456,9.088788238716907
86,0.0004590191934072034,11.089157899865784,0.0017948075799315468,9.121955102652107
83,0.0004430068959627661,11.140383223220958,0.0017321980131897487,9.17318042600728
82,0.00043766946348128695,11.157870649949798,0.0017113281576091493,9.190667852736121
82,0.00043766946348128695,11.157870649949798,0.0017113281576091493,9.190667852736121
81,0.00043233203099980787,11.175572651683257,0.0016904583020285499,9.208369854469579
79,0.0004216571660368496,11.21164190639078,0.0016487185908673511,9.244439109177101
79,0.0004216571660368496,11.21164190639078,0.0016487185908673511,9.244439109177101
79,0.0004216571660368496,11.21164190639078,0.0016487185908673511,9.244439109177101
78,0.00041631973355537054,11.230020435705635,0.0016278487352867517,9.262817638491956
78,0.00041631973355537054,11.230020435705635,0.0016278487352867517,9.262817638491956
77,0.0004109823010738914,11.248636113872982,0.0016069788797061523,9.281433316659303
76,0.00040564486859241233,11.267495141124297,0.001586109024125553,9.300292343910618
73,0.000389632571147975,11.325598095687866,0.001523499457383755,9.358395298474187
72,0.00038429513866649587,11.34549765312557,0.0015026296018031556,9.378294855911891
72,0.00038429513866649587,11.34549765312557,0.0015026296018031556,9.378294855911891
72,0.00038429513866649587,11.34549765312557,0.0015026296018031556,9.378294855911891
70,0.00037362027370353766,11.386139637622916,0.0014608898906419568,9.418936840409238
70,0.00037362027370353766,11.386139637622916,0.0014608898906419568,9.418936840409238
69,0.00036828284122205853,11.406898197789713,0.0014400200350613574,9.439695400576035
67,0.00035760797625910033,11.44933346411011,0.0013982803239001587,9.482130666896431
67,0.00035760797625910033,11.44933346411011,0.0013982803239001587,9.482130666896431
66,0.0003522705437776212,11.47102853520943,0.0013774104683195593,9.50382573799575
66,0.0003522705437776212,11.47102853520943,0.0013774104683195593,9.50382573799575
66,0.0003522705437776212,11.47102853520943,0.0013774104683195593,9.50382573799575
65,0.0003469331112961421,11.493054841539427,0.0013565406127389599,9.525852044325749
65,0.0003469331112961421,11.493054841539427,0.0013565406127389599,9.525852044325749
64,0.000341595678814663,11.515422654567882,0.0013356707571583605,9.548219857354205
63,0.00033625824633318386,11.538142731067966,0.001314800901577761,9.570939933854287
62,0.0003309208138517048,11.561226344181007,0.0012939310459971617,9.594023546967328
61,0.00032558338137022566,11.584685317004997,0.0012730611904165623,9.617482519791318
61,0.00032558338137022566,11.584685317004997,0.0012730611904165623,9.617482519791318
61,0.00032558338137022566,11.584685317004997,0.0012730611904165623,9.617482519791318
60,0.0003202459488887466,11.608532058959364,0.001252191334835963,9.641329261745685
60,0.0003202459488887466,11.608532058959364,0.001252191334835963,9.641329261745685
59,0.00031490851640726745,11.632779605206041,0.0012313214792553635,9.665576807992363
59,0.00031490851640726745,11.632779605206041,0.0012313214792553635,9.665576807992363
59,0.00031490851640726745,11.632779605206041,0.0012313214792553635,9.665576807992363
59,0.00031490851640726745,11.632779605206041,0.0012313214792553635,9.665576807992363
58,0.0003095710839257883,11.65744165944031,0.0012104516236747642,9.690238862226632
57,0.00030423365144430925,11.68253264040314,0.0011895817680941648,9.715329843189462
57,0.00030423365144430925,11.68253264040314,0.0011895817680941648,9.715329843189462
56,0.0002988962189628301,11.708067732510278,0.0011687119125135654,9.7408649352966
56,0.0002988962189628301,11.708067732510278,0.0011687119125135654,9.7408649352966
56,0.0002988962189628301,11.708067732510278,0.0011687119125135654,9.7408649352966
56,0.0002988962189628301,11.708067732510278,0.0011687119125135654,9.7408649352966
56,0.0002988962189628301,11.708067732510278,0.0011687119125135654,9.7408649352966
56,0.0002988962189628301,11.708067732510278,0.0011687119125135654,9.7408649352966
56,0.0002988962189628301,11.708067732510278,0.0011687119125135654,9.7408649352966
55,0.000293558786481351,11.734062941043224,0.001147842056932966,9.766860143829545
55,0.000293558786481351,11.734062941043224,0.001147842056932966,9.766860143829545
55,0.000293558786481351,11.734062941043224,0.001147842056932966,9.766860143829545
55,0.000293558786481351,11.734062941043224,0.001147842056932966,9.766860143829545
55,0.000293558786481351,11.734062941043224,0.001147842056932966,9.766860143829545
54,0.0002882213539998719,11.760535152404413,0.0011269722013523666,9.793332355190735
54,0.0002882213539998719,11.760535152404413,0.0011269722013523666,9.793332355190735
54,0.0002882213539998719,11.760535152404413,0.0011269722013523666,9.793332355190735
53,0.0002828839215183928,11.787502200004683,0.0011061023457717672,9.820299402791004
53,0.0002828839215183928,11.787502200004683,0.0011061023457717672,9.820299402791004
53,0.0002828839215183928,11.787502200004683,0.0011061023457717672,9.820299402791004
53,0.0002828839215183928,11.787502200004683,0.0011061023457717672,9.820299402791004
52,0.0002775464890369137,11.81498293642679,0.0010852324901911678,9.847780139213112
52,0.0002775464890369137,11.81498293642679,0.0010852324901911678,9.847780139213112
52,0.0002775464890369137,11.81498293642679,0.0010852324901911678,9.847780139213112
52,0.0002775464890369137,11.81498293642679,0.0010852324901911678,9.847780139213112
52,0.0002775464890369137,11.81498293642679,0.0010852324901911678,9.847780139213112
52,0.0002775464890369137,11.81498293642679,0.0010852324901911678,9.847780139213112
51,0.0002722090565554346,11.842997312596387,0.0010643626346105684,9.875794515382708
51,0.0002722090565554346,11.842997312596387,0.0010643626346105684,9.875794515382708
50,0.00026687162407395545,11.871566464793158,0.001043492779029969,9.90436366757948
50,0.00026687162407395545,11.871566464793158,0.001043492779029969,9.90436366757948
49,0.0002615341915924764,11.900712810452674,0.0010226229234493696,9.933510013238996
48,0.00025619675911099724,11.930460153846726,0.0010017530678687703,9.963257356633049
48,0.00025619675911099724,11.930460153846726,0.0010017530678687703,9.963257356633049
47,0.0002508593266295181,11.960833802890246,0.0009808832122881709,9.993631005676567
47,0.0002508593266295181,11.960833802890246,0.0009808832122881709,9.993631005676567
47,0.0002508593266295181,11.960833802890246,0.0009808832122881709,9.993631005676567
47,0.0002508593266295181,11.960833802890246,0.0009808832122881709,9.993631005676567
47,0.0002508593266295181,11.960833802890246,0.0009808832122881709,9.993631005676567
47,0.0002508593266295181,11.960833802890246,0.0009808832122881709,9.993631005676567
46,0.00024552189414803904,11.99186069851087,0.0009600133567075716,10.024657901297191
45,0.0002401844616665599,12.023569558238208,0.0009391435011269722,10.05636676102453
45,0.0002401844616665599,12.023569558238208,0.0009391435011269722,10.05636676102453
44,0.0002348470291850808,12.055991035930585,0.0009182736455463728,10.088788238716907
44,0.0002348470291850808,12.055991035930585,0.0009182736455463728,10.088788238716907
44,0.0002348470291850808,12.055991035930585,0.0009182736455463728,10.088788238716907
44,0.0002348470291850808,12.055991035930585,0.0009182736455463728,10.088788238716907
44,0.0002348470291850808,12.055991035930585,0.0009182736455463728,10.088788238716907
43,0.0002295095967036017,12.089157899865784,0.0008974037899657734,10.121955102652107
43,0.0002295095967036017,12.089157899865784,0.0008974037899657734,10.121955102652107
43,0.0002295095967036017,12.089157899865784,0.0008974037899657734,10.121955102652107
42,0.0002241721642221226,12.123105231789122,0.000876533934385174,10.155902434575443
42,0.0002241721642221226,12.123105231789122,0.000876533934385174,10.155902434575443
42,0.0002241721642221226,12.123105231789122,0.000876533934385174,10.155902434575443
42,0.0002241721642221226,12.123105231789122,0.000876533934385174,10.155902434575443
42,0.0002241721642221226,12.123105231789122,0.000876533934385174,10.155902434575443
42,0.0002241721642221226,12.123105231789122,0.000876533934385174,10.155902434575443
42,0.0002241721642221226,12.123105231789122,0.000876533934385174,10.155902434575443
41,0.00021883473174064347,12.157870649949798,0.0008556640788045746,10.190667852736121
41,0.00021883473174064347,12.157870649949798,0.0008556640788045746,10.190667852736121
41,0.00021883473174064347,12.157870649949798,0.0008556640788045746,10.190667852736121
41,0.00021883473174064347,12.157870649949798,0.0008556640788045746,10.190667852736121
41,0.00021883473174064347,12.157870649949798,0.0008556640788045746,10.190667852736121
40,0.00021349729925916437,12.19349455968052,0.0008347942232239753,10.226291762466841
40,0.00021349729925916437,12.19349455968052,0.0008347942232239753,10.226291762466841
40,0.00021349729925916437,12.19349455968052,0.0008347942232239753,10.226291762466841
40,0.00021349729925916437,12.19349455968052,0.0008347942232239753,10.226291762466841
40,0.00021349729925916437,12.19349455968052,0.0008347942232239753,10.226291762466841
40,0.00021349729925916437,12.19349455968052,0.0008347942232239753,10.226291762466841
39,0.00020815986677768527,12.230020435705635,0.0008139243676433759,10.262817638491956
39,0.00020815986677768527,12.230020435705635,0.0008139243676433759,10.262817638491956
39,0.00020815986677768527,12.230020435705635,0.0008139243676433759,10.262817638491956
39,0.00020815986677768527,12.230020435705635,0.0008139243676433759,10.262817638491956
39,0.00020815986677768527,12.230020435705635,0.0008139243676433759,10.262817638491956
39,0.00020815986677768527,12.230020435705635,0.0008139243676433759,10.262817638491956
38,0.00020282243429620617,12.267495141124297,0.0007930545120627765,10.300292343910618
38,0.00020282243429620617,12.267495141124297,0.0007930545120627765,10.300292343910618
38,0.00020282243429620617,12.267495141124297,0.0007930545120627765,10.300292343910618
38,0.00020282243429620617,12.267495141124297,0.0007930545120627765,10.300292343910618
37,0.00019748500181472704,12.305969288938932,0.0007721846564821772,10.338766491725254
37,0.00019748500181472704,12.305969288938932,0.0007721846564821772,10.338766491725254
37,0.00019748500181472704,12.305969288938932,0.0007721846564821772,10.338766491725254
37,0.00019748500181472704,12.305969288938932,0.0007721846564821772,10.338766491725254
36,0.00019214756933324793,12.34549765312557,0.0007513148009015778,10.378294855911891
36,0.00019214756933324793,12.34549765312557,0.0007513148009015778,10.378294855911891
36,0.00019214756933324793,12.34549765312557,0.0007513148009015778,10.378294855911891
36,0.00019214756933324793,12.34549765312557,0.0007513148009015778,10.378294855911891
35,0.00018681013685176883,12.386139637622916,0.0007304449453209784,10.418936840409238
35,0.00018681013685176883,12.386139637622916,0.0007304449453209784,10.418936840409238
35,0.00018681013685176883,12.386139637622916,0.0007304449453209784,10.418936840409238
35,0.00018681013685176883,12.386139637622916,0.0007304449453209784,10.418936840409238
35,0.00018681013685176883,12.386139637622916,0.0007304449453209784,10.418936840409238
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
34,0.00018147270437028973,12.427959813317543,0.000709575089740379,10.460757016103864
33,0.0001761352718888106,12.47102853520943,0.0006887052341597796,10.50382573799575
33,0.0001761352718888106,12.47102853520943,0.0006887052341597796,10.50382573799575
33,0.0001761352718888106,12.47102853520943,0.0006887052341597796,10.50382573799575
33,0.0001761352718888106,12.47102853520943,0.0006887052341597796,10.50382573799575
33,0.0001761352718888106,12.47102853520943,0.0006887052341597796,10.50382573799575
32,0.0001707978394073315,12.515422654567882,0.0006678353785791802,10.548219857354205
32,0.0001707978394073315,12.515422654567882,0.0006678353785791802,10.548219857354205
32,0.0001707978394073315,12.515422654567882,0.0006678353785791802,10.548219857354205
32,0.0001707978394073315,12.515422654567882,0.0006678353785791802,10.548219857354205
32,0.0001707978394073315,12.515422654567882,0.0006678353785791802,10.548219857354205
32,0.0001707978394073315,12.515422654567882,0.0006678353785791802,10.548219857354205
32,0.0001707978394073315,12.515422654567882,0.0006678353785791802,10.548219857354205
32,0.0001707978394073315,12.515422654567882,0.0006678353785791802,10.548219857354205
32,0.0001707978394073315,12.515422654567882,0.0006678353785791802,10.548219857354205
32,0.0001707978394073315,12.515422654567882,0.0006678353785791802,10.548219857354205
31,0.0001654604069258524,12.561226344181007,0.0006469655229985809,10.594023546967328
31,0.0001654604069258524,12.561226344181007,0.0006469655229985809,10.594023546967328
31,0.0001654604069258524,12.561226344181007,0.0006469655229985809,10.594023546967328
31,0.0001654604069258524,12.561226344181007,0.0006469655229985809,10.594023546967328
31,0.0001654604069258524,12.561226344181007,0.0006469655229985809,10.594023546967328
31,0.0001654604069258524,12.561226344181007,0.0006469655229985809,10.594023546967328
31,0.0001654604069258524,12.561226344181007,0.0006469655229985809,10.594023546967328
31,0.0001654604069258524,12.561226344181007,0.0006469655229985809,10.594023546967328
30,0.0001601229744443733,12.608532058959364,0.0006260956674179815,10.641329261745685
30,0.0001601229744443733,12.608532058959364,0.0006260956674179815,10.641329261745685
30,0.0001601229744443733,12.608532058959364,0.0006260956674179815,10.641329261745685
30,0.0001601229744443733,12.608532058959364,0.0006260956674179815,10.641329261745685
30,0.0001601229744443733,12.608532058959364,0.0006260956674179815,10.641329261745685
30,0.0001601229744443733,12.608532058959364,0.0006260956674179815,10.641329261745685
30,0.0001601229744443733,12.608532058959364,0.0006260956674179815,10.641329261745685
30,0.0001601229744443733,12.608532058959364,0.0006260956674179815,10.641329261745685
30,0.0001601229744443733,12.608532058959364,0.0006260956674179815,10.641329261745685
30,0.0001601229744443733,12.608532058959364,0.0006260956674179815,10.641329261745685
30,0.0001601229744443733,12.608532058959364,0.0006260956674179815,10.641329261745685
29,0.00015478554196289416,12.65744165944031,0.0006052258118373821,10.690238862226632
29,0.00015478554196289416,12.65744165944031,0.0006052258118373821,10.690238862226632
29,0.00015478554196289416,12.65744165944031,0.0006052258118373821,10.690238862226632
29,0.00015478554196289416,12.65744165944031,0.0006052258118373821,10.690238862226632
29,0.00015478554196289416,12.65744165944031,0.0006052258118373821,10.690238862226632
29,0.00015478554196289416,12.65744165944031,0.0006052258118373821,10.690238862226632
29,0.00015478554196289416,12.65744165944031,0.0006052258118373821,10.690238862226632
29,0.00015478554196289416,12.65744165944031,0.0006052258118373821,10.690238862226632
29,0.00015478554196289416,12.65744165944031,0.0006052258118373821,10.690238862226632
29,0.00015478554196289416,12.65744165944031,0.0006052258118373821,10.690238862226632
29,0.00015478554196289416,12.65744165944031,0.0006052258118373821,10.690238862226632
28,0.00014944810948141506,12.708067732510278,0.0005843559562567827,10.7408649352966
28,0.00014944810948141506,12.708067732510278,0.0005843559562567827,10.7408649352966
28,0.00014944810948141506,12.708067732510278,0.0005843559562567827,10.7408649352966
28,0.00014944810948141506,12.708067732510278,0.0005843559562567827,10.7408649352966
28,0.00014944810948141506,12.708067732510278,0.0005843559562567827,10.7408649352966
28,0.00014944810948141506,12.708067732510278,0.0005843559562567827,10.7408649352966
28,0.00014944810948141506,12.708067732510278,0.0005843559562567827,10.7408649352966
28,0.00014944810948141506,12.708067732510278,0.0005843559562567827,10.7408649352966
28,0.00014944810948141506,12.708067732510278,0.0005843559562567827,10.7408649352966
28,0.00014944810948141506,12.708067732510278,0.0005843559562567827,10.7408649352966
28,0.00014944810948141506,12.708067732510278,0.0005843559562567827,10.7408649352966
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
27,0.00014411067699993596,12.760535152404413,0.0005634861006761833,10.793332355190735
26,0.00013877324451845685,12.81498293642679,0.0005426162450955839,10.847780139213112
26,0.00013877324451845685,12.81498293642679,0.0005426162450955839,10.847780139213112
26,0.00013877324451845685,12.81498293642679,0.0005426162450955839,10.847780139213112
26,0.00013877324451845685,12.81498293642679,0.0005426162450955839,10.847780139213112
26,0.00013877324451845685,12.81498293642679,0.0005426162450955839,10.847780139213112
26,0.00013877324451845685,12.81498293642679,0.0005426162450955839,10.847780139213112
26,0.00013877324451845685,12.81498293642679,0.0005426162450955839,10.847780139213112
26,0.00013877324451845685,12.81498293642679,0.0005426162450955839,10.847780139213112
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
25,0.00013343581203697772,12.871566464793158,0.0005217463895149845,10.90436366757948
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
24,0.00012809837955549862,12.930460153846726,0.0005008765339343851,10.963257356633049
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
23,0.00012276094707401952,12.99186069851087,0.0004800066783537858,11.024657901297191
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
22,0.0001174235145925404,13.055991035930585,0.0004591368227731864,11.088788238716907
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
21,0.0001120860821110613,13.123105231789122,0.000438266967192587,11.155902434575443
20,0.00010674864962958219,13.19349455968052,0.0004173971116119876,11.226291762466841
