term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
living,0.0764259,0.015717316,0.08509661,0.047221396,0.23004027,-0.017448025,-0.034234405,0.2837052,-0.1450917,0.080281556,-0.08695056,-0.14826944,0.051827,0.14596897,-0.10926735,-0.051133547,0.018415524,0.013478354,-0.018009076,-0.09785156,0.23176223,0.054930314,-0.058949728,0.14834942,-0.023738055,0.03646248,-0.1414355,0.019455343,-0.03436725,0.16569555,-0.020606099,0.017380446,0.116015725,-0.1149744,-0.03226035,0.20272844,0.008069365,-0.07418049,-0.08505606,-0.18843961,-0.16802092,0.031076964,-0.15777086,0.07678528,0.1494641,-0.074382536,0.022186972,-0.16154896,-0.108362116,0.18549016,0.04055486,-0.033947594,-0.032449618,-0.0022191755,0.19404691,-0.029198686,0.005949894,-0.27683654,-0.04638647,-0.06511182,-0.09065571,0.051544115,-0.096919745,-0.13305545,-0.22774778,0.07207847,-0.054531764,0.20915172,-0.0954732,0.119026266,0.059139334,-0.028642144,0.1598551,-0.054245006,0.10332772,0.14037801,0.24556738,-0.078829974,-0.30875406,-0.20585716,-0.049524635,-0.028759323,-0.005550956,0.044626836,-0.15420403,0.071916305,-0.07953771,0.042876035,0.07766675,0.006511185,0.048070975,-0.041662354,0.13798033,0.1281746,0.0944493,0.046673235,-0.021253172,-0.07146837,0.03002516,0.024242146,-0.054666735,0.1513587,-0.002814096,-0.030008862,0.014304833,-0.20694664,-0.02934536,0.23355898,-0.014438373,-0.0951534,-0.04843756,-0.13717061,-0.006912535,-0.009307594,0.22233705,0.020868197,-0.013986053,-0.3521251,0.05249559,-0.163686,0.039078437,-0.014307911,0.109112844,-0.19317013,-0.073591135,0.15598169,-0.16014524,0.021862483,0.11923004,-0.17262894,0.119863056,-0.010860289,-0.02274776,-0.0575047,0.08524289,0.063213624,0.06543011,-0.09761402,-0.017027717,-0.14110908,0.075332284,-0.19802946,0.016747342,-0.20190325,-0.09753623,-0.028345745,-0.021022,0.050845817,-0.0056641535,0.12076735,-0.0047438056,0.011599171,0.0049749794,0.13826995,-0.23672478,0.24083464,0.06414161,0.10170134,0.031637445,0.02567225,0.14037913,0.101442955,-0.037785318,-0.08502812,0.045106784,0.17535841,0.05796126,-0.07710898,-0.037261773,0.15690798,-0.134291,0.10948084,0.055995774,-0.00404513,0.07298959,0.09215533,-0.1325656,-0.009497973,0.07379048,0.06202693,0.0011888848,0.15122074,0.04001186,0.007213698,0.057136044,0.13181873,-0.07783018,0.063221,0.030577293,0.04340376,0.15436152,-0.08397293,-0.091312885,-0.05811776,0.04268589,0.02908654,0.08633132,0.0070012608,-0.2424739,-0.011093946
8,-0.48354596,-0.24920353,0.12841655,0.111579135,0.11303629,0.18460238,-0.16234127,0.05971863,-0.14695014,0.17878896,-0.21459801,-0.15212233,0.042786743,0.14991061,-0.11171076,-0.116658986,0.072577536,-0.14607489,-0.051642064,0.27431324,0.017337406,0.27988908,0.21117891,0.3574108,0.33668983,0.100400686,-0.112490244,0.16718423,0.15348282,0.19345127,-0.023603529,-0.12883082,0.16912325,-0.09894727,0.09063756,0.15849511,-0.008370422,-0.25810996,-0.25165233,-0.02345546,-0.34145382,-0.07675872,-0.32462016,0.0064784647,0.105169,-0.42893723,0.42366588,-0.33938974,-0.14308302,0.1657771,0.08500131,0.24435416,0.017716318,0.2102903,0.031526618,-0.0034782123,0.08994253,-0.1772535,-0.17675583,-0.0061839647,-0.19226849,-0.09110148,-0.21062165,0.072218396,-0.057910252,0.023707531,0.09361507,0.20001434,0.033692747,0.04209031,0.13147925,-0.03203034,-0.234211,-0.13051644,-0.46565056,0.40844825,0.36113453,-0.09535598,-0.19209357,-0.32772538,0.16117309,0.07034202,0.32572863,-0.14578454,-0.53334576,0.042781472,-0.5939682,0.072490096,-0.068152286,0.18576367,-0.29363373,-0.25612184,0.011080788,-0.099048264,0.08989173,-0.009888365,0.24317421,-0.03878705,0.30110982,0.24973048,-0.4160876,-0.047710788,-0.37764695,-0.018502828,0.17436513,-0.26270428,-0.13246138,0.21209364,-0.24029048,-0.23169847,0.3552182,0.10043816,0.040572066,-0.12813461,0.29195076,0.0011062297,0.010364169,-0.5307669,0.22438714,-0.07694985,0.23598859,-0.18103059,0.31261045,0.11579474,0.05980351,0.35986012,-0.33126485,-0.05324856,0.20430489,-0.3245596,-0.0011502499,0.15054388,-0.40047,0.030563919,0.31317994,0.3411117,0.12584077,-0.14688917,-0.05476798,-0.07421184,0.26142174,-0.24516812,0.14405288,-0.22009763,-0.15680139,-0.06480307,0.23023245,-0.10726586,-0.05877769,-0.12238665,0.07707856,-0.014963438,-0.012291748,0.1557388,0.0116523495,0.27744597,0.12316409,0.26529843,-0.14848194,-0.1768806,0.016594138,0.21285379,0.10992278,0.061712,-0.25576082,0.030394478,-0.15229227,-0.31006047,-0.18783608,0.17845576,0.09727875,-0.19789183,-0.06674881,-0.18300511,0.19893317,-0.2340334,0.008747446,0.025327044,0.24602044,0.0017281254,-0.20689851,-0.238784,0.30349585,-0.059328645,-0.39080575,0.029241377,-0.18773535,0.0311064,0.11639416,-0.11229471,0.17827179,0.04545708,0.42661887,0.12725018,0.22740328,0.12805623,0.29807228,-0.095738076,-0.303261,0.08435796
either,0.02828653,-0.11690991,0.05591242,0.11950933,0.18988547,-0.03738258,-0.053384233,0.33134133,-0.13899854,-0.01574257,-0.14525284,-0.065784216,0.037210003,0.13039845,-0.08026977,-0.042188782,0.03417956,-0.06722493,-0.018817943,-0.05530549,0.26326698,0.16597876,-0.06766263,0.15956567,0.023305355,0.057068266,-0.17013639,-0.030960921,0.06517558,0.26102322,0.016645025,-0.032113183,0.065803334,-0.1004279,0.0178677,0.2607465,-0.06741186,-0.13233595,-0.13501962,-0.23615801,-0.26633772,0.015936447,-0.19585104,0.12063771,0.19604108,-0.09209204,0.08728776,-0.18839407,-0.16529603,0.17257392,0.05442117,0.0019927472,-0.037310503,-0.036367096,0.30431497,-0.044047676,0.023484755,-0.29978025,-0.12055756,0.00058840774,-0.15385783,0.11263518,-0.14862348,-0.21339962,-0.20119733,0.036540788,-0.09296571,0.23996453,-0.06407456,0.09801117,0.035983283,0.005017755,0.08426279,-0.12266143,0.08144796,0.12683463,0.22572353,-0.040724743,-0.32215837,-0.24624424,-0.013198783,0.060274392,-0.01129406,0.084748715,-0.18043509,0.07421044,-0.14003366,0.08852111,0.058999743,0.043833267,0.046395,-0.08874758,0.09623213,0.11303071,0.03314058,0.03800726,-0.03209602,-0.09102199,0.13462618,0.0724711,-0.04492791,0.12899318,-0.01930668,-0.047837954,0.02423773,-0.21088146,-0.046227373,0.18548734,0.0389362,-0.11394829,0.003133807,-0.10814693,-0.059286866,-0.020519223,0.20712955,0.013550923,0.033851404,-0.36464098,0.13072845,-0.19292726,0.03588761,-0.028635342,0.070246875,-0.15857679,-0.046690203,0.1472718,-0.16931874,-0.047437344,0.09620382,-0.18331645,0.13620359,-0.026472203,-0.072090775,-0.06139201,0.14064386,0.100791484,0.089157514,-0.02298499,0.088581175,-0.28848568,0.07355044,-0.2422922,0.021304017,-0.18855603,-0.13054502,-0.08415314,0.025922786,0.09311956,0.03164849,0.18290688,-0.030557714,-0.003317305,0.038850073,0.13507463,-0.24479213,0.27438965,0.09250643,0.13881768,-0.014499154,0.0016771308,0.066917576,0.103312306,-0.09081971,-0.11705903,-0.0040047695,0.19443254,0.014287462,-0.11350308,-0.0701131,0.18185018,-0.11096348,0.12013886,0.07474338,0.005319573,0.13557822,0.04414101,-0.11097726,0.0025281848,0.06989833,0.064531356,0.04199291,0.08499812,0.052436054,0.039661907,-0.045383204,0.114825055,-0.19203985,0.042328756,0.0031653033,0.08476862,0.091197774,-0.07090216,-0.08096622,-0.049906317,0.0015880144,0.07714825,0.08833033,-0.008221134,-0.2405588,-0.020238746
ncsm,-0.23521964,-0.23877136,0.0801154,0.08233421,0.1313513,-0.008180215,-0.19570525,0.14638162,-0.13235475,0.22018294,-0.35556445,-0.23544307,-0.012059122,0.11242483,-0.15628222,-0.07460215,0.0635363,0.03212082,-0.059820384,0.15384386,0.08493318,0.1833074,0.1319509,0.27262765,0.11485867,0.22266378,-0.06493226,0.24805678,0.06355013,0.12511721,0.06476635,-0.08747455,0.21856447,-0.06441902,-0.06998725,0.17860387,0.10690935,0.08293984,-0.1117405,-0.07538505,-0.19193314,-0.009735416,-0.26326036,0.071996726,0.1556089,-0.24992856,0.2501679,-0.35662383,-0.14676456,0.15791027,-0.023999859,0.23814552,0.10839091,-0.012979273,0.011082307,-0.024083298,0.13589004,-0.18856576,-0.04558397,-0.21829185,-0.22569601,-0.054565158,-0.23628752,0.087285385,-0.06424382,0.034182895,0.20760608,0.2017136,-0.11712049,0.12696612,0.16576874,-0.020895626,-0.10614515,0.045888398,-0.22930363,0.36521557,0.24228893,0.057201076,-0.3298978,-0.22999392,0.027468571,-0.0019169685,0.24849078,-0.15512738,-0.41474876,0.039967146,-0.46850497,0.030516807,-0.17765325,0.046758,-0.14247754,-0.16947398,0.19575296,0.027261373,0.10901249,-0.07889895,0.23554812,0.013303209,-0.0011175387,0.09818415,-0.25570127,0.16009462,-0.15617093,0.014977911,-0.02631991,-0.35433227,-0.09325278,0.26739255,-0.17629635,-0.24595438,0.2002602,0.030941952,-0.031722028,-0.112825766,0.24106593,-0.060864884,-0.041753788,-0.55533326,0.116679035,-0.15671812,0.118901156,-0.08429349,0.23099434,-0.040815603,0.058903802,0.23145562,-0.20316452,0.042940795,0.15226495,-0.26174706,-0.13194847,-0.0064883134,-0.12428306,0.11193393,0.303168,0.35406485,-0.02690927,-0.17296523,-0.08685334,-0.044125307,0.2728564,-0.30304936,-0.012987052,-0.14411294,-0.039450295,0.084518224,0.10110139,-0.11225664,-0.03533913,0.055103336,-0.023933515,0.111704916,0.08973904,0.11012224,-0.0421137,0.20796706,0.08334999,0.18666258,0.034966953,-0.11313845,0.083841756,0.18175222,0.011916874,-0.09188898,-0.23282538,0.043430913,0.016302982,-0.110213846,-0.21381323,0.31662655,-0.015160453,-0.19946665,0.1616121,-0.1137539,0.1103746,0.037996795,0.06176981,0.0006558142,0.19007549,0.08283329,-0.21840614,-0.0020309137,0.1994291,-0.028967813,-0.23991425,0.05097836,-0.12813365,-0.05387899,0.057911564,-0.05812152,0.2035375,-0.12854823,0.16940123,0.19960752,0.10915028,0.12355035,0.13068858,-0.095942505,-0.35252988,0.05205739
dominant,0.08336145,-0.03247938,-0.002606084,0.08571535,0.10024544,0.03287295,0.11208121,0.2589538,-0.16301394,-3.3456745e-05,-0.05240604,-0.06885455,0.12918834,0.124098994,-0.07207789,-0.0062202695,0.05144387,0.14051524,-0.07670616,-0.053115766,0.08355026,-0.011951674,0.0068648914,-0.039778724,-0.031023063,-0.1015316,-0.03404477,-0.07144691,0.040886994,0.10970657,-0.14037965,-0.024335759,0.06070376,-0.049242955,-0.0020138933,0.17455032,0.033568025,-0.122859,-0.007119791,-0.07370497,-0.041682504,-0.02210027,-0.05157497,0.043237627,0.1742359,-0.01846765,0.09629553,-0.114518724,-0.04283197,0.019385187,0.023754008,-0.088837095,-0.048511066,-0.09182813,-0.026046583,-0.09415263,-0.04084469,-0.19982874,-0.060870048,-0.051688235,0.04539219,0.027096568,0.026879556,-0.07284622,-0.25436652,0.032319803,0.003336096,0.3099155,-0.13753241,0.106415555,0.10508269,-0.0068096444,0.16685313,0.013599795,0.16479202,0.10491686,0.34480223,-7.414378e-05,-0.29424343,-0.082925715,-0.02425523,-0.12615591,-0.042068038,0.08602356,-0.15738477,-0.060175687,-0.12161921,-0.12952553,0.15580319,-0.065349706,0.09837726,0.0021893163,0.21852952,0.17943491,0.17533109,0.07853351,0.010453225,-0.14454634,0.079675704,0.16691828,-0.0054626744,0.14003555,-0.01027852,0.08099597,-0.07248276,-0.116446786,0.07066737,0.14057648,-0.19846508,-0.2115023,0.04719568,-0.13675782,0.009771061,-0.18283449,0.2876137,-0.017644664,0.053977393,-0.3293596,0.057935245,-0.03768492,0.07427376,0.07096225,0.20455185,-0.10726626,-0.19027245,0.087175906,-0.15461546,-0.004108697,0.014787306,-0.18621585,0.09432092,-0.045956314,-0.12173472,-0.17906573,0.11876218,0.2630918,0.018113948,-0.03823187,-0.04877967,-0.12749644,0.19882116,-0.17972049,0.029236633,-0.15625894,-0.06257116,0.00602437,-0.13824181,0.014883702,0.07385551,0.06841641,0.007876973,0.028676547,0.024696378,0.043021522,-0.24566902,0.24763978,0.057150498,0.18399689,0.13959308,0.0808968,0.07478108,0.22871464,-0.04994183,-0.10116134,0.119506136,0.20149839,0.056706958,-0.17492902,-0.14657359,0.097462304,-0.28078723,0.16308655,0.077464744,-0.0055808383,0.1606279,0.1467709,-0.23318934,-0.04510447,0.19196248,0.033417255,-0.006154132,0.19192848,-0.020688046,-0.024309525,0.03025046,0.07280628,-0.09687552,0.11228581,0.10899658,-0.0038080493,0.114260904,-0.003201411,-0.25984985,-0.055802986,0.08984638,-0.012720136,0.07696105,-0.04144979,-0.2764873,-0.1597645
minimum,-0.28718993,-0.16726807,-0.029731173,0.062569,0.017903315,0.08144811,-0.032954227,0.083360605,-0.030684678,0.042271025,-0.1758525,-0.12829238,0.02206238,0.17502569,-0.08684664,-0.04582133,0.04181027,-0.07476141,-0.123659596,0.1889436,-0.044832952,0.16106015,0.20057362,0.23514801,0.14759082,0.030141871,0.02547928,0.028283117,0.086577594,0.13646394,-0.08866102,-0.065289676,0.025298232,-0.19946215,0.029490883,0.08629553,-0.004062367,-0.24989271,-0.10966863,-0.025757482,-0.13615964,-0.021348549,-0.24454245,-0.18584038,0.1282387,-0.2707614,0.2628518,-0.21781145,0.043999612,0.110113755,-0.013872153,0.02108558,-0.089339264,0.14768717,-0.0020667857,-0.10454004,0.035014626,-0.10359042,-0.17560057,0.049264662,-0.06932977,-0.098110385,-0.004415034,0.016546426,-0.0829358,0.03159316,0.09178242,0.08219353,0.028171554,0.0671672,0.10723091,0.0431928,-0.08308829,-0.15350153,-0.34357956,0.2028066,0.3383064,-0.002156254,-0.16026072,-0.28209823,0.10261879,-0.100337885,0.14909638,-0.10819538,-0.3661264,-0.040091746,-0.29591,-0.041578725,-0.005979067,0.074606545,-0.13143808,-0.07613512,0.04265509,0.042950533,0.11047275,0.005660174,0.21820973,-0.09665877,0.29385638,0.22586404,-0.26806122,0.15138097,-0.24277778,-0.035880007,0.14343552,-0.27075207,-0.078253,0.16479927,-0.27634594,-0.2140207,0.25453377,0.046339944,0.14611022,-0.08073983,0.26027626,0.024346922,0.057822313,-0.42348588,0.19618778,-0.0045874794,0.13394602,0.03316651,0.29923654,-0.03292918,-0.1373057,0.3198608,-0.31540936,-0.033669315,0.13874045,-0.3011006,0.04315666,0.04554342,-0.27868447,-0.07619053,0.18930015,0.39693588,0.044542417,-0.04940796,-0.011154923,-0.014592884,0.18168287,-0.21933512,0.13516898,-0.16283819,-0.25299934,0.042213675,0.0007435254,-0.14898847,0.0106753865,-0.19257204,0.17665592,0.036038097,0.11364103,0.13782643,-0.19038631,0.3008513,0.31154138,0.24275815,0.0011825034,-0.07060309,0.09635362,0.22808434,-0.024547506,0.052817643,0.0562176,0.1486422,-0.15355982,-0.33640677,-0.15683945,0.2119538,-0.1267985,-0.006242669,-0.037514366,-0.09193858,0.27138212,-0.12323422,-0.08911916,-0.054804847,0.35714367,0.12397523,-0.20831218,-0.14730133,0.119277894,-0.0010372293,-0.2540311,0.0031727566,-0.27148268,0.17529595,0.27798212,-0.020600513,0.17081617,0.13602035,0.055537347,-0.07603103,0.2160532,0.07495726,0.118924625,-0.12468175,-0.16978015,-0.034885917
science,0.03288115,0.031681567,0.0747158,0.10299346,0.13148107,0.03191488,-0.002440029,0.26218763,-0.18336122,0.016780388,-0.020006306,-0.14339498,0.0018059924,0.10170858,-0.09582131,-0.060955357,-0.086289786,0.01801923,-0.10313741,-0.137125,0.038644094,0.04995569,0.048844162,0.17462182,0.019428883,-0.015472122,-0.096255526,0.050742794,-0.020746777,0.10467584,-0.023336329,-0.027594734,0.14110832,-0.11654045,-0.02625349,0.15576269,0.0027769404,-0.09582249,-0.11748587,-0.17670669,-0.12125657,0.056130283,-0.09272145,0.023215802,0.17565458,-0.1544109,-0.010593373,-0.14190876,0.040591348,0.17766877,-0.032595485,-0.037799563,-0.031014198,-0.050986025,0.17262824,-0.15340033,0.05874148,-0.13907069,-0.06341738,-0.045310136,-0.085056975,0.028423237,0.03189765,-0.14989665,-0.19437933,-0.009495946,-0.07723352,0.13054988,-0.070547834,0.0526323,0.047312543,0.024554363,0.07818078,-0.020758934,0.10470918,0.028664699,0.2364954,-0.053141367,-0.25204685,-0.17660251,-0.047997527,-0.08544273,-0.04470818,0.02707486,-0.10930928,0.09085161,-0.01341146,-0.041185338,-0.0067078737,0.079621874,-0.06659586,0.020390576,0.11646862,0.119133756,0.20717168,0.036911953,0.034608632,-0.11072161,0.13761255,0.09713666,-0.08608711,0.13230889,-0.06262209,-0.050765015,0.10327531,-0.23621996,0.040999964,0.17255187,-0.09980581,-0.16143261,-0.060157638,-0.13288066,-0.0028295496,-0.005046279,0.2382032,0.04651079,0.096537955,-0.27140784,0.08403954,-0.10574439,0.019851,0.12670451,0.13560653,-0.2078587,-0.02450159,0.11551575,-0.20024692,0.04180225,0.040456176,-0.18712889,0.15156615,-0.0709598,-0.07386972,-0.17128897,0.09079755,0.07865037,0.038661897,-0.047993127,0.001458581,-0.08787008,0.11561837,-0.18573609,-0.029423418,-0.13869204,-0.18738909,0.01491742,-0.03183858,0.07219951,-0.022859963,0.0014298627,0.059463456,-0.017658886,0.07755151,0.16991435,-0.3343216,0.22617312,0.15316468,0.15682772,0.06939064,0.062282708,0.15207964,0.09973158,-0.040937252,-0.02987361,0.095346265,0.23451802,0.029029228,-0.19330032,-0.045563273,0.1205119,-0.15152912,0.22307016,0.08075672,0.00036096646,0.08343411,0.0015656967,-0.24689111,0.033086203,0.18636921,0.111590154,0.037299152,0.09366828,0.015815765,0.06618218,-0.007736607,0.04616016,-0.10602833,0.07222319,0.041418802,0.01004592,0.09968636,-0.022192173,-0.0857734,-0.12702334,0.11044831,0.037172988,0.0774151,-0.09859699,-0.1631337,0.018603776
co2,-0.3499209,-0.11307837,0.12503515,0.063963436,-0.0056727845,0.06809308,-0.23330642,0.10386402,-0.039640173,0.14652406,-0.21662094,-0.077281855,-0.019116389,0.044388566,-0.07385283,-0.066807106,-0.17150897,-0.13247637,-0.13671009,0.10875026,0.059893414,0.14116518,0.32711172,0.40097037,0.10692741,0.1126157,-0.0078038406,0.21026623,0.07788624,0.1324466,0.11953921,-0.10382289,0.20481919,-0.119024284,-0.04500367,0.08038893,-0.14418317,-0.11421339,-0.13889347,-0.12376069,-0.124825224,0.006126849,-0.27172774,-0.0024670402,0.19324249,-0.27564514,0.0222643,-0.24284555,0.05170925,0.1837762,-0.008652232,0.038000166,-0.08545559,-0.010991263,0.085994266,-0.033893287,0.10624841,-0.08933211,-0.09423719,-0.13109678,-0.22599936,-0.07477154,-0.10603527,-0.04718853,-0.12160205,0.010004992,-0.030815542,0.03523301,-0.0151264835,0.05701642,0.009651192,0.03880341,-0.08100934,0.0015334231,-0.14694883,0.18720695,0.16322324,-0.0062857005,-0.28625384,-0.22751378,0.009610999,-0.0078120087,0.17111091,0.011538317,-0.2613878,0.07565605,-0.35134646,-0.039931502,-0.23799714,-0.0024565705,-0.16964489,-0.15785241,0.082111,0.0034862482,0.08588165,0.021178069,0.10232445,-0.055671323,0.13066338,0.073407404,-0.24801043,0.18297306,-0.12694225,-0.10663159,0.19191277,-0.3277254,-0.02682763,0.24460666,-0.110857114,-0.15167442,0.080941364,0.050821267,0.02227469,-0.010917577,0.31894165,-0.052440036,0.117547005,-0.33438817,0.14474262,-0.056087878,0.14977169,0.019921936,0.1912052,0.017990766,0.1773705,0.19142094,-0.2907993,0.04910169,0.09417,-0.16464111,-0.051006902,0.05017202,-0.123474434,0.016983323,0.33805496,0.16959438,0.034506213,0.039992668,0.007935869,-0.040269945,0.20064026,-0.20413937,-0.014030901,-0.10221517,-0.18134348,0.01011059,0.14983888,0.049071576,-0.0082608,0.008995788,0.02830019,0.03379961,0.08503067,0.14649789,-0.20835368,0.2538479,0.1879404,0.18349205,0.11566368,0.025236027,0.20454928,0.06573396,0.048751373,-0.037263673,-0.07338157,0.1592148,-0.16248342,-0.24157244,-0.21096079,0.15681142,-0.09105419,0.153331,0.07078198,-0.16949536,-0.038148876,-0.037046507,-0.09077639,0.069432564,0.28259522,0.12751542,0.026852848,0.015749848,0.18700172,-0.014836228,-0.1001163,0.08628963,-0.29772803,0.15205868,0.07906395,-0.051448185,0.1470284,-0.088396385,0.14157514,-0.10759496,0.19315854,-0.0042344704,0.13013184,-0.2266121,-0.18299578,-0.023885615
contrast,0.12991887,0.0020216585,-0.0114512695,0.18426365,0.11382592,-0.040808905,-0.00047781717,0.32816046,-0.0747848,0.09922394,-0.16053122,-0.24632297,0.0031228536,0.16773184,-0.28002748,-0.09668718,0.0088972235,0.097254924,-0.111237876,-0.06753857,0.12479005,-0.039369203,0.00320027,0.18204424,-0.038045373,0.058023978,-0.1842529,-0.02155235,-0.06201814,0.14579521,-0.07354446,0.018402442,0.1556095,-0.20153692,-0.058180366,0.35436296,-0.00010268268,-0.14602028,-0.11618109,-0.2790069,-0.15822792,0.061310746,-0.17756167,-0.1281371,0.18193638,-0.06290063,0.058840092,-0.17030415,-0.008163802,0.19686459,-0.06910469,-0.12755756,-0.03233616,0.027738431,0.1635488,-0.18677461,-0.004914546,-0.26851138,-0.18684646,-0.1298139,-0.07715199,-0.06635816,-0.029100604,-0.13017182,-0.19743933,0.028805993,0.011603369,0.2339241,-0.04197558,0.135223,0.13244733,0.067835584,0.12146388,-0.0823219,0.12224877,0.06150318,0.17275248,-0.029317703,-0.2830537,-0.124765396,-0.13212216,-0.1199581,-0.1324153,0.029627945,-0.1475181,-0.040391654,-0.03231962,-0.02060549,0.095941015,0.0887636,0.02091773,0.055075888,0.135932,0.13626751,0.19319686,0.1292583,-0.04853559,-0.04002496,0.0895981,0.024581075,-0.056251887,0.12586904,0.017602399,0.009316282,0.028397273,-0.22922021,0.055719934,0.12913284,-0.09904908,-0.07525484,-0.0811582,-0.16874672,-0.04763929,-0.015312321,0.18654251,0.095241114,0.03814107,-0.2508743,0.11570234,-0.05148519,0.013395029,0.14209618,0.1931221,-0.15561852,-0.08565747,0.11104561,-0.057923403,0.09309413,-0.029043538,-0.19331394,0.14264396,-0.11690403,-0.06273476,-0.109522864,-0.023952508,0.04077842,-0.08382726,-0.045330554,0.008879729,-0.043466218,0.121704966,-0.10708145,-0.023618171,-0.119354166,-0.054674905,0.068044834,-0.048648052,0.0073264977,0.03483831,0.03688549,0.14551288,-0.0024610793,0.13589467,0.048161823,-0.3067246,0.28159875,0.082227774,0.0999014,-0.02011448,0.21827365,0.10924235,0.04776749,0.04137706,-0.17406484,0.11633034,0.06664516,0.03460756,-0.051513527,-0.011507324,0.14767839,-0.10534557,0.15793903,0.1226448,0.021647274,0.099914916,0.1995376,-0.16205859,0.027678374,0.09917456,0.04773534,-0.00488981,0.15994875,-0.07977743,-0.009117739,0.05238956,0.0713696,-0.034691162,0.08997522,0.04718798,0.0052051074,0.16534424,-0.050651755,-0.11738277,-0.14614953,-0.022693392,0.07505421,0.14564323,-0.032430124,-0.11566632,-0.08815515
training,0.13171645,0.02991162,-0.06679493,0.08120132,0.23367435,0.11071307,0.16008073,0.2928475,-0.16337717,-0.12344102,0.08757014,-0.14507224,-0.022438936,0.15481111,-0.18388385,-0.021331836,0.022966795,-0.020024786,0.04804111,-0.21372429,-0.045346472,0.07984364,-0.13165556,0.026245357,0.07291606,-0.014590359,-0.123754695,-0.10767364,-0.023634423,0.07162126,-0.04218801,0.07336702,-0.059797756,-0.23584056,0.033564653,0.22654986,0.0762751,-0.15863201,-0.1783249,-0.16502328,-0.20775926,0.05787987,-0.028686922,-0.16214699,0.07490858,-0.11268566,0.00883382,-0.099656284,-0.07016733,0.21595539,0.044935122,0.015945513,-0.06691328,0.15862606,0.2344533,-0.15764499,0.07586168,-0.16596976,-0.25549486,0.15720104,0.005310668,-0.0150773,0.1746752,-0.16587435,-0.20184754,0.02867143,-0.12728363,0.21509616,0.015761305,0.08760335,0.14766331,0.10196544,0.14022015,-0.14788441,0.082492225,-0.14604583,0.3469596,-0.1548393,-0.1827717,-0.2307631,0.004011733,-0.04578682,-0.23858306,-0.0020934741,-0.101022385,0.021153033,0.24455108,0.074610956,0.19881053,0.31422162,-0.03336226,0.12305247,0.03439688,0.12941279,0.19489868,0.067248456,0.2108125,-0.15012799,0.39836663,0.19350836,-0.14917685,-0.02935643,-0.20767567,-0.19804318,0.15429308,-0.20052402,0.0091191,0.05807381,-0.13699715,-0.18905781,0.023279747,-0.23889935,0.08437312,0.06185464,0.18946314,0.2067666,0.10516818,-0.34036565,0.14500867,-0.18171184,-0.00092897704,0.16157316,0.1273257,-0.27166212,-0.20526278,0.24197175,-0.18902098,-0.045943,0.037479408,-0.24255916,0.40998977,-0.049090207,-0.15671168,-0.3293554,-0.07155028,0.21161342,0.1785841,-0.04374346,-0.046513345,-0.07365966,-0.024346119,-0.18981187,0.11140292,-0.27032143,-0.2391248,0.01657487,-0.07925253,-0.027587818,-0.043130804,-0.071334735,0.24192828,-0.16206291,0.010017497,0.18003583,-0.45012683,0.4121974,0.29494175,0.19905563,-0.1408547,-0.04136076,0.017679058,0.08893908,-0.055814438,0.12331243,0.15905485,0.13376187,0.029998701,-0.25592813,0.11611986,0.16262205,-0.032203965,0.117955975,-0.012850836,0.1304487,0.3198585,-0.21722975,-0.2464614,-0.061256673,0.11354935,0.083052926,-0.15218881,-0.023415254,-0.055480383,0.052560903,-0.051428992,-0.010818005,-0.12999634,0.12547581,0.14759485,0.12719622,0.09983386,0.1446962,0.050876334,-0.05955549,0.07649606,0.15338111,0.09939299,0.042644292,-0.032047797,0.16243817
