doc_id,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
62,1.5394089025805437e-05,1.5394088988238557e-05,1.5394089025828862e-05,1.5394089067305044e-05,1.539408903621192e-05,1.5394089007258637e-05,0.007225093694989128,1.539408892277559e-05,0.10767469164843015,0.4496121010457849,1.539408900433945e-05,0.03378689877438249,1.5394088994562616e-05,1.539408904343424e-05,0.023885102633167978,0.20384266618176267,1.5394088920230973e-05,0.08909392499792314,0.08469479195552658,1.5394088996927654e-05
63,6.934812906920057e-05,6.934812885175996e-05,0.03290368225154212,6.934812956759035e-05,0.022288699277840766,6.934812901309331e-05,6.934812905908791e-05,6.93481290647663e-05,0.056321743379118085,0.6255237991143531,0.021553096517412555,6.934812972497364e-05,6.934812861615569e-05,6.934812906780264e-05,6.934812886322485e-05,6.934812912065137e-05,0.01248162583878019,0.2280258279426474,6.934812915964437e-05,6.934812912761355e-05
64,1.6458196500390724e-05,0.03931569110145542,1.6458196613737234e-05,0.2872915943288562,1.6458196516408778e-05,1.645819649585053e-05,1.6458196546022093e-05,1.6458196535476604e-05,1.6458196607739767e-05,0.13960967375494618,1.645819659817988e-05,0.024613346165167683,1.6458196565776254e-05,1.645819656321997e-05,1.645819660849367e-05,0.04160730339499781,1.6458196516010974e-05,1.645819651979539e-05,0.4673319765028312,1.6458196558574637e-05
65,3.909304230880715e-05,3.909304244753688e-05,3.909304218938652e-05,0.15282146371404776,3.909304213183373e-05,3.909304221300156e-05,3.9093042231881586e-05,3.909304227439118e-05,3.90930421787151e-05,0.18661954459330865,3.9093042147825154e-05,3.9093042274707775e-05,3.909304220322907e-05,3.909304215186016e-05,3.9093042075947354e-05,3.9093042229057294e-05,3.9093042349090306e-05,3.909304289965077e-05,0.659894409974051,3.9093042285759014e-05
66,0.0386791309620393,4.0883075047982736e-05,0.36348163769473724,4.088307509051614e-05,4.0883075142892046e-05,4.0883075428812645e-05,0.07453497284313669,4.08830749222757e-05,4.0883074963478446e-05,4.088307508629437e-05,4.088307510568541e-05,4.0883075333814803e-05,4.088307511458564e-05,4.088307527511224e-05,4.0883075378194715e-05,0.25424777324994946,4.088307523466541e-05,0.2684432391223751,4.088307517529234e-05,4.088307546237893e-05
67,2.263467664857627e-05,0.03152130616986621,2.2634676749719432e-05,0.22326449031060325,2.2634676830480625e-05,2.263467673639964e-05,2.2634676856155048e-05,2.2634676769900846e-05,2.26346768934906e-05,0.7248801740954678,2.2634676881555194e-05,2.2634676843081626e-05,2.263467677208436e-05,2.263467676209383e-05,2.263467676986692e-05,2.263467680898485e-05,2.26346767350239e-05,2.263467669072768e-05,2.2634676899932065e-05,0.019971874595414833
68,2.185314714826143e-05,2.1853147112722336e-05,2.1853147125882274e-05,2.185314717285244e-05,2.1853147177527163e-05,2.1853147126788514e-05,0.9995847902036163,2.1853147133279365e-05,2.1853147246277544e-05,2.1853147266217056e-05,2.1853147206869855e-05,2.1853147145164464e-05,2.1853147156066906e-05,2.1853147240207913e-05,2.185314719032911e-05,2.1853147194259547e-05,2.1853147181109042e-05,2.1853147149044884e-05,2.1853147292128637e-05,2.1853147118753654e-05
69,0.010137835820154211,4.314063918783565e-05,4.3140639340138425e-05,4.314063929117791e-05,4.314063922080867e-05,4.314063925481946e-05,0.012362365401697772,4.314063926485478e-05,0.059419655255637895,4.314063954072934e-05,4.314063926313167e-05,0.027024280558637453,4.314063916901038e-05,0.05502993621016906,0.058700064693064095,4.314063935672504e-05,4.314063919144557e-05,4.314063935798532e-05,0.7631513439750522,0.013656830414148608
70,5.701254330036653e-05,5.7012543248566116e-05,5.701254326991594e-05,5.701254345445933e-05,5.7012543363335976e-05,5.701254317643094e-05,5.7012543346707534e-05,0.9989167616760655,5.7012543534655586e-05,5.701254397203723e-05,5.701254332341256e-05,5.701254328069691e-05,5.7012543340609784e-05,5.70125434080479e-05,5.701254338636125e-05,5.701254325934014e-05,5.701254314473535e-05,5.70125433291266e-05,5.701254344958082e-05,5.701254334623676e-05
71,2.2553000027261663e-05,2.2552999913298e-05,2.255299994832888e-05,2.255299996823037e-05,2.2552999952381626e-05,2.2552999929374904e-05,2.2553000092282677e-05,2.255300001454076e-05,2.255300004956808e-05,2.255300008471364e-05,2.2553000037547587e-05,0.9995714930001687,2.255299992952311e-05,2.2552999958535195e-05,2.255300003040095e-05,2.2552999997820888e-05,2.2552999844882368e-05,2.2553000097416567e-05,2.255300005303183e-05,2.2552999902254748e-05
72,2.121341167090064e-05,2.1213407180752957e-05,2.12134073415136e-05,0.99959694525658,2.1213407265688433e-05,2.1213407303918974e-05,2.121340738302251e-05,2.1213407318872714e-05,2.1213407368047818e-05,2.1213407235187512e-05,2.1213407306746658e-05,2.121340719848345e-05,2.121340719519183e-05,2.1213407385815273e-05,2.1213407426619123e-05,2.1213407352246283e-05,2.1213407358660626e-05,2.121340742130557e-05,2.1213407358659508e-05,2.1213407348423894e-05
73,5.23560214579356e-05,5.235602231284927e-05,5.235602193757068e-05,0.07900157672963523,5.2356022127937223e-05,5.235602235936862e-05,5.235602187447709e-05,5.235602167783428e-05,0.15367229695112075,0.05412037836552974,5.235602289153157e-05,5.235602208330216e-05,0.01868391564607139,0.03141650278701717,5.2356022268344176e-05,5.235602206494673e-05,0.008813976177752774,5.235602190276142e-05,0.6536107250559627,5.2356021951257914e-05
74,4.4365573075412706e-05,4.436557309269024e-05,4.43655730344679e-05,4.436557313119217e-05,4.436557285962609e-05,4.436557281169047e-05,4.436557318565338e-05,4.4365572750544854e-05,0.9991570541127673,4.436557300094947e-05,4.436557280055382e-05,4.436557294281976e-05,4.436557303205553e-05,4.436557303167852e-05,4.436557302988211e-05,4.436557303908859e-05,4.4365572926450246e-05,4.436557349462705e-05,4.4365573117817994e-05,4.436557287548741e-05
75,0.016656450138392023,0.09318779067323639,2.6525199544943646e-05,2.652519963517183e-05,2.6525199606818962e-05,2.6525199619771584e-05,2.652519965213754e-05,2.6525199557454618e-05,0.029844110475690397,2.6525199553524168e-05,2.652519957639071e-05,2.652519943727681e-05,2.6525199579776233e-05,2.6525199596129637e-05,0.7024046911839421,2.65251996909984e-05,2.6525199553075264e-05,0.07856431990573733,0.07897128482875211,2.6525199646225778e-05
76,8.996041958383953e-06,0.9291726813235672,8.996041954763858e-06,8.99604191185962e-06,8.9960419158763e-06,8.996041935552543e-06,8.99604192958925e-06,8.996041961514685e-06,8.996041936630758e-06,8.996041938271788e-06,8.99604194203562e-06,8.996041932649457e-06,8.996041928919956e-06,8.996041956384176e-06,8.996041953848419e-06,8.996041932313458e-06,0.07066538992154978,8.996041921633826e-06,8.996041955151121e-06,8.996041917642905e-06
77,2.0391517576629947e-05,2.0391517567274647e-05,2.039151761112632e-05,2.0391517637688527e-05,0.9120697834595004,2.0391517546116144e-05,2.03915175273315e-05,2.03915174704182e-05,2.0391517534381807e-05,2.0391517637808643e-05,0.06553874773740313,2.0391517593606218e-05,2.039151754330261e-05,2.0391517625192616e-05,2.03915176319836e-05,2.0391517621182145e-05,0.02204481300407853,2.039151762719392e-05,2.0391517616210102e-05,2.0391517650525067e-05
78,0.029371159117409434,2.508780777548058e-05,0.1541869362495811,2.5087807749383516e-05,2.5087807849623028e-05,2.508780783081124e-05,2.5087807777589977e-05,2.508780775145968e-05,2.508780779747727e-05,2.508780775276746e-05,2.508780792651461e-05,2.508780796342128e-05,2.508780797756177e-05,0.6400001881021025,2.5087807926051556e-05,0.04870188226515274,2.5087807894207332e-05,2.508780782749994e-05,2.50878078350702e-05,0.1273635171481195
79,1.734906349569153e-05,1.734906344727635e-05,1.7349063401662104e-05,1.734906340337308e-05,1.7349063377624525e-05,1.7349063382084526e-05,1.7349064477403488e-05,1.7349063374724918e-05,1.7349063414916696e-05,1.734906339933999e-05,1.7349063415871004e-05,1.7349063371862092e-05,1.7349063488207356e-05,1.7349063423482147e-05,1.7349063394855723e-05,1.7349063418787474e-05,0.9996703677939988,1.734906335752671e-05,1.7349063469561786e-05,1.7349063487140417e-05
80,2.0008003626727244e-05,2.00080035828694e-05,2.0008003567408164e-05,2.000800362189604e-05,2.000800356193447e-05,2.0008003509403687e-05,2.0008003709458012e-05,2.0008003728757038e-05,2.0008003637056282e-05,2.0008003626841048e-05,2.0008003570998242e-05,2.0008003550920038e-05,2.0008003606394394e-05,2.0008003654465757e-05,2.000800363690582e-05,2.000800361673538e-05,2.0008011493191932e-05,2.0008003591997805e-05,2.000800365977512e-05,0.9996198479234464
81,1.8443379109000987e-05,1.8443379221797657e-05,1.8443379204642607e-05,0.1735387292306519,1.8443379241765402e-05,1.8443379162351536e-05,1.844337912079054e-05,1.8443379060136645e-05,1.8443379177104052e-05,1.844337917840838e-05,1.8443379101313316e-05,0.7077926808097798,1.844337922995318e-05,1.844337927474272e-05,1.844337923027569e-05,1.8443379279706562e-05,0.012099043958223568,1.844337914940996e-05,1.8443379231622172e-05,0.1062744519343715
82,9.402031013076966e-06,0.10682700987598057,0.014167754296519015,0.7914161806364229,9.402031067447042e-06,0.0014008179530849466,9.402031038416148e-06,9.40203099995903e-06,9.402031038238134e-06,0.08604720677233295,9.402031041972015e-06,9.402031067577556e-06,9.402031061007515e-06,9.402031032964424e-06,9.40203106518962e-06,9.402031033119455e-06,9.4020309980254e-06,9.402031073281329e-06,9.402031086328584e-06,9.402031042853703e-06
83,3.097893512499643e-05,3.097893508026774e-05,0.2568785990471559,0.17023379446987946,0.12832616118368148,3.0978935133720514e-05,3.097893497834767e-05,3.097893525187076e-05,3.097893506263441e-05,3.097893494938361e-05,0.08347648077972723,3.097893507938729e-05,3.0978935149227505e-05,3.097893492263778e-05,0.16123793350341212,3.097893506826697e-05,3.097893499441188e-05,0.08562501857905384,0.0815840684993122,0.032266196716982665
84,3.180661632948755e-05,3.180661669721313e-05,0.020105952556190212,3.180661643615107e-05,0.5339318324715716,3.18066163469398e-05,3.180661645568766e-05,0.007367421839630949,0.20155357476843813,3.180661658406805e-05,3.180661626632239e-05,3.180661675579562e-05,3.180661650304927e-05,3.1806616564012e-05,0.1139721014655631,0.049814136075617015,3.1806616523580845e-05,0.03992328079226546,3.1806616608661455e-05,0.03295002063265247
85,0.028752146384242974,5.4171181878710396e-05,0.14470504271627097,5.417118226541169e-05,0.1004558425305464,5.4171182033652346e-05,5.417118232092681e-05,5.417118183745592e-05,0.18266503157410174,5.41711821738053e-05,5.417118208884934e-05,5.417118230781075e-05,5.4171182120728824e-05,5.417118223082282e-05,5.417118223206335e-05,0.11394479488743045,5.417118185719647e-05,0.3882664298133531,5.417118231871954e-05,0.040506486726388125
86,3.491620190452228e-05,3.491620188283369e-05,3.491620184495769e-05,0.05833396400483958,3.4916201932251644e-05,0.5917880428289258,3.491620209080602e-05,3.491620174180068e-05,3.4916201855315065e-05,3.4916201883085914e-05,3.491620204266558e-05,3.491620186403739e-05,3.491620177059704e-05,0.056412774147228104,0.15290605396348134,3.491620195407832e-05,0.1400354220267885,3.4916201970967236e-05,3.491620201851296e-05,3.491620198049255e-05
87,2.0169423498656058e-05,0.03449730629037126,2.0169423589561525e-05,2.0169423645850435e-05,0.020126104545968998,2.016942367960433e-05,2.0169423656834382e-05,2.0169423728459366e-05,0.1465037334807579,0.07727561749939774,2.0169423528352254e-05,2.016942361662243e-05,2.016942359373355e-05,0.16192826218646691,0.05319718813769119,2.016942364890093e-05,0.38059172424233445,2.016942357567468e-05,0.12563803053370043,2.0169423548711186e-05
88,0.30073743686505067,0.02524035864857262,1.9230769657809684e-05,1.9230769685977182e-05,1.9230769810479275e-05,1.9230769673401633e-05,1.9230769743732933e-05,1.9230769635474303e-05,1.9230769669319496e-05,1.9230769709885598e-05,1.9230769702346995e-05,1.9230769626085864e-05,0.0610093859895523,1.9230769672549338e-05,1.923076958568972e-05,0.3505386410623478,0.09317903838289915,1.923076965609315e-05,0.10484256958178303,0.06420256946396559
89,1.9275250877657828e-05,1.9275250861498764e-05,1.9275250847416607e-05,1.9275250894223858e-05,1.9275250886160325e-05,1.9275250797900515e-05,1.9275250906952317e-05,1.927525093316063e-05,1.9275250933089402e-05,1.927525093673442e-05,1.927525083329485e-05,1.927525088436655e-05,1.9275250870178934e-05,1.9275250892406176e-05,0.9996337702332438,1.927525090569426e-05,1.9275250902825007e-05,1.9275250866420442e-05,1.9275250879590595e-05,1.9275250846580674e-05
90,0.10092412088818314,2.3992323148320013e-05,0.047233916976897286,2.3992322937051e-05,2.3992323216912405e-05,2.3992323004281704e-05,0.013799229397520235,2.3992322950478304e-05,2.399232295313433e-05,2.3992323338364235e-05,2.399232284142322e-05,2.399232300062679e-05,0.06668593891636976,0.08380696284913162,2.399232304927365e-05,0.48030460897676186,0.061927249477635726,0.03397992694465804,2.3992323065315548e-05,0.11107413001933727
91,3.225806539543712e-05,3.225806542064281e-05,0.24958939022194415,3.225806512416526e-05,0.08039731801716439,0.15613149972578844,3.225806539033096e-05,3.2258064887974485e-05,3.225806504885102e-05,0.0744354658098468,0.015688156350194417,3.225806516858261e-05,3.2258065413555996e-05,3.225806515381013e-05,3.225806499988268e-05,3.225806500084257e-05,3.225806496577086e-05,3.2258064990828984e-05,3.225806538423148e-05,0.42330655696271674
