doc_id,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
49,4.1666667309568785e-05,4.166666764875036e-05,4.1666667671999066e-05,0.27235605990224454,0.050434891041500875,4.166666802713365e-05,0.07584374410283835,4.166666816512253e-05,0.012682684065608959,4.166666761116e-05,4.166666753226307e-05,4.166666739304753e-05,4.166666779935252e-05,0.30044995940220054,0.11635470146000683,4.166666748752449e-05,4.166666749303482e-05,4.166666753976035e-05,0.1713362933462854,4.1666667635595074e-05
50,1.62601628881182e-05,0.16116039595460713,1.6260162936180326e-05,1.6260162909344208e-05,1.6260162873047745e-05,1.626016287929354e-05,1.6260162916043212e-05,1.6260162856689567e-05,1.626016292453696e-05,1.6260162877494176e-05,1.6260162963651186e-05,1.6260162871045166e-05,0.8385469211130975,1.6260162923311266e-05,1.6260162897969385e-05,1.6260162894026284e-05,1.6260162937372033e-05,1.626016291409292e-05,1.6260162876688187e-05,1.6260162956421066e-05
51,0.23483575830528258,2.254283196673623e-05,2.254283191591173e-05,0.02692361372197408,2.2542831824304704e-05,2.254283183423998e-05,0.025773072362444038,2.254283189093626e-05,0.04431023190177943,2.2542832131665483e-05,2.2542831876711984e-05,0.004606780581018106,0.28946352396777436,0.12121197267537051,0.20577471522555818,0.04685236010784435,2.2542831889924058e-05,2.2542831874856816e-05,2.2542831923854128e-05,2.2542831825201634e-05
52,2.7578599729406188e-05,0.06201767871132874,2.7578599659625235e-05,2.7578599711547067e-05,2.757859965275228e-05,2.7578599645940916e-05,2.757859985185375e-05,0.23047334839255745,2.75785997190666e-05,2.7578599568965615e-05,2.757859946542959e-05,2.757859956064355e-05,2.7578599686636672e-05,0.07716457271689674,2.7578599680335184e-05,2.757859970159485e-05,0.10448937034862744,0.03329273162215361,0.49217619781311384,2.757859968823593e-05
53,6.053268868184207e-05,0.05866351244048167,0.1741747914231355,6.053268944225643e-05,0.11655629597535377,0.14874647655547982,6.053268850079255e-05,6.053268854992245e-05,6.0532689123858417e-05,0.06273006593360803,6.0532689332814804e-05,6.0532688844551396e-05,0.10981967073528077,6.0532688657952165e-05,6.0532689190294626e-05,6.053268892357597e-05,6.0532689022755365e-05,6.053268896875151e-05,6.053268911305838e-05,0.32852226198030815
54,3.465003564845181e-05,0.02081038094489057,0.04236630400079923,3.465003560745897e-05,3.4650035474179565e-05,3.465003530321079e-05,3.465003546012484e-05,0.013436010016189402,3.4650035437011875e-05,3.465003545338742e-05,3.465003514220204e-05,3.465003547728551e-05,0.21796617400740131,3.465003565256451e-05,0.10708266800926686,0.11174660390738314,0.3521410523056404,3.4650035516702245e-05,3.465003557095612e-05,0.13403500638268548
55,0.0833485025923957,2.4260068489364267e-05,0.4363084974619535,2.4260068594775007e-05,2.426006854141235e-05,2.4260068441647547e-05,2.4260068519828234e-05,2.4260068550419577e-05,0.05019598639510037,0.027701713835903013,2.4260068552798425e-05,0.023962358773466298,2.426006856700608e-05,2.4260068502240936e-05,0.05754330971341936,0.0897006422516493,2.4260068383059846e-05,0.1941746888279082,0.036797439394546765,2.426006851507852e-05
56,0.0962802729326672,0.1303939590839497,2.5125628621076255e-05,2.512562866217018e-05,2.5125628655986603e-05,2.5125628773429357e-05,0.0153158774684061,2.512562870482454e-05,2.5125628634311453e-05,2.5125628661710618e-05,0.22702279276120887,2.5125628597344923e-05,0.05089877178071544,2.512562863962147e-05,2.5125628624628918e-05,0.2405781896456785,0.04533540786438277,2.512562869741257e-05,0.10212015502114265,0.09177819152657632
57,2.8636885042152458e-05,2.863688488446824e-05,2.863688487813751e-05,2.863688508956726e-05,2.8636884990653977e-05,2.8636884941845583e-05,2.863688490489209e-05,2.8636885109804702e-05,2.8636885113424494e-05,2.8636885014561268e-05,2.8636884742007367e-05,2.863688500733836e-05,0.9994558991850777,2.8636885045656593e-05,2.8636885015477314e-05,2.863688494060059e-05,2.863688484087621e-05,2.8636884833267794e-05,2.8636885092712312e-05,2.8636885434568382e-05
58,2.4236549324933902e-05,2.423654933621633e-05,0.05860170479663392,2.423654925963992e-05,2.4236549340272035e-05,2.423654919420533e-05,2.4236549299387453e-05,2.4236549209857584e-05,0.04712313451557815,2.4236549290249505e-05,2.423654921319032e-05,0.4818209547637732,2.4236549337617085e-05,2.4236549332410502e-05,0.16679513249858738,0.0667513723168991,2.4236549205109653e-05,0.1785683894185864,2.4236549353454694e-05,2.4236549245356464e-05
59,3.013863842152573e-05,3.0138638343003817e-05,3.0138638428996943e-05,3.013863838094055e-05,0.7622606142161119,3.013863842258587e-05,3.0138638253970615e-05,3.0138638755054084e-05,0.1863125075324094,3.0138638434265685e-05,3.0138638237404213e-05,0.05091452139803423,3.013863845783192e-05,3.013863843336595e-05,3.0138638506834792e-05,3.0138638530533635e-05,3.0138638455280813e-05,3.0138638466983877e-05,3.0138638378452204e-05,3.0138638537494464e-05
60,0.019119251589410708,2.5853154642946517e-05,0.10097004456078715,0.05986421719768871,0.2713774534534736,2.5853154594098622e-05,2.5853154632589263e-05,2.5853154520818634e-05,2.58531547594129e-05,0.09944174936878272,0.028012767427690707,2.5853154674602368e-05,2.5853154630164435e-05,0.1712847016879572,2.5853154594625158e-05,0.11020211552821872,2.5853154628497172e-05,2.585315458304086e-05,2.58531547776743e-05,0.13944331448495206
61,2.1533161411563045e-05,2.1533161448744597e-05,2.1533161602743074e-05,2.153316157212955e-05,2.1533161536657604e-05,2.15331615115864e-05,2.1533161393074505e-05,2.1533161392177785e-05,2.153316147520681e-05,2.1533161627205575e-05,2.1533161462969224e-05,2.15331614529425e-05,2.1533161505170652e-05,2.153316152912788e-05,0.9995908699314042,2.1533161584547956e-05,2.1533161483318263e-05,2.1533161569614396e-05,2.1533161547675213e-05,2.153316148910026e-05
